split,day,daily_mean,subject_count
held_out,0,14.2,10
held_out,1,12.32,5
held_out,2,12.13,5
held_out,3,11.96,5
held_out,4,12.6,5
held_out,5,12.577778,3
held_out,6,11.088333,5
held_out,7,9.79,5
held_out,8,9.5199995,5
held_out,9,9.7,5
held_out,10,9.200001,2
held_out,11,8.175,2
held_out,12,8.8,1
held_out,13,10.9,1
held_out,16,10.85,1
held_out,18,10.95,2
held_out,19,10.0,1
held_out,20,9.8,1
held_out,21,9.05,1
held_out,25,9.766666,1
held_out,26,8.65,1
held_out,27,8.1,1
held_out,28,3.3,1
held_out,29,7.75,1
held_out,30,7.9,1
held_out,31,7.4,1
held_out,32,7.7,1
held_out,38,17.7,1
held_out,54,10.9,1
held_out,381,12.05,1
held_out,428,10.2,1
held_out,429,9.25,1
held_out,494,10.4,1
held_out,600,9.85,1
held_out,601,9.65,1
held_out,602,9.0,1
held_out,603,8.7,1
held_out,604,8.9,1
held_out,606,8.2,1
held_out,607,8.7,1
held_out,608,9.3,1
held_out,827,12.7,1
held_out,944,11.2,1
train,0,12.437259,76
train,1,10.85625,48
train,2,10.552651,44
train,3,10.37094,39
train,4,10.133333,36
train,5,10.190001,30
train,6,10.560345,29
train,7,10.159091,22
train,8,10.1675005,20
train,9,10.206862,17
train,10,9.84,15
train,11,9.805,10
train,12,9.76,10
train,13,9.5,9
train,14,9.314584,8
train,15,9.94375,8
train,16,9.475,8
train,17,9.400001,8
train,18,9.05,6
train,19,9.866666,6
train,20,10.042857,7
train,21,8.725,4
train,22,8.925,4
train,23,9.175,4
train,24,8.775,4
train,25,9.5,4
train,26,10.25,5
train,27,10.573334,5
train,28,10.845833,6
train,29,10.625,4
train,30,10.783333,5
train,31,11.0,5
train,32,11.083333,6
train,33,10.35,4
train,34,10.900001,7
train,35,10.733334,6
train,36,10.225,4
train,37,10.719999,5
train,38,9.691667,4
train,39,9.9625,4
train,40,9.839999,5
train,41,10.16,5
train,42,9.85625,4
train,43,8.658334,3
train,44,10.183333,3
train,45,9.48125,4
train,46,8.658333,2
train,47,7.9,2
train,48,7.8333335,1
train,49,8.75,2
train,50,8.8,1
train,51,8.450001,2
train,52,9.75,2
train,53,9.349999,3
train,54,9.5,4
train,55,7.933333,3
train,56,8.400001,3
train,57,8.766666,3
train,58,9.099999,3
train,59,8.933333,3
train,60,8.566667,3
train,61,12.35,2
train,62,8.833333,3
train,63,9.0,1
train,64,8.3,1
train,66,11.700001,2
train,69,10.4,1
train,70,12.2,1
train,71,11.15,2
train,72,11.5,1
train,73,11.5,1
train,76,12.8,1
train,77,12.85,2
train,78,10.25,2
train,79,10.083334,2
train,80,9.175,2
train,81,9.975,2
train,82,10.0,2
train,83,10.083333,3
train,84,10.6,2
train,85,10.1,2
train,86,10.133334,3
train,87,9.9,1
train,88,8.8,1
train,89,9.7,1
train,90,10.4,4
train,91,8.65,2
train,92,8.9,2
train,93,9.299999,2
train,94,8.75,2
train,95,10.133333,3
train,96,9.075,2
train,97,8.8,2
train,98,11.35,2
train,99,9.95,2
train,100,9.2,2
train,101,11.15,2
train,102,8.1,1
train,104,11.75,2
train,106,10.3,3
train,107,8.7,1
train,108,8.5,1
train,109,11.9,1
train,110,8.5,1
train,111,11.45,2
train,112,9.700001,2
train,113,11.35,2
train,114,10.3,2
train,115,11.5,3
train,117,10.516666,3
train,118,10.466667,3
train,119,10.3,1
train,121,14.1,1
train,122,11.9,2
train,123,11.2,1
train,124,10.9,1
train,125,11.2,2
train,126,11.2,2
train,127,9.3,1
train,128,9.5,1
train,129,10.6,2
train,130,8.6,2
train,131,8.708334,2
train,132,10.625,2
train,133,7.6400003,1
train,134,7.3,1
train,135,9.450001,2
train,136,12.0,2
train,139,11.65,2
train,140,11.6,1
train,143,12.4,1
train,148,13.2,1
train,149,12.35,2
train,150,12.25,2
train,151,10.8,1
train,152,10.225,2
train,153,10.549999,2
train,154,11.0,1
train,155,10.7,2
train,156,10.2,2
train,157,11.166667,3
train,158,9.866667,3
train,159,9.8,2
train,160,10.25,2
train,161,11.2,1
train,162,11.9,1
train,164,12.966667,3
train,165,12.3,1
train,166,11.4,1
train,168,18.7,1
