split,day,daily_mean,subject_count
held_out,0,234.13333,10
held_out,1,227.2,5
held_out,2,240.4,5
held_out,3,262.6,5
held_out,4,268.0,5
held_out,5,159.1111,3
held_out,6,150.05,5
held_out,7,148.5,5
held_out,8,178.4,5
held_out,9,277.4,5
held_out,10,348.5,2
held_out,11,382.5,2
held_out,12,430.0,1
held_out,13,573.0,1
held_out,16,392.0,1
held_out,18,457.0,2
held_out,19,448.0,1
held_out,20,381.0,1
held_out,21,330.0,1
held_out,25,328.0,1
held_out,26,269.0,1
held_out,27,286.0,1
held_out,28,462.0,1
held_out,29,366.0,1
held_out,30,398.0,1
held_out,31,376.0,1
held_out,32,431.0,1
held_out,38,222.0,1
held_out,54,374.0,1
held_out,381,171.5,1
held_out,428,419.0,1
held_out,429,375.5,1
held_out,494,312.0,1
held_out,600,364.0,1
held_out,601,355.0,1
held_out,602,306.0,1
held_out,603,290.0,1
held_out,604,303.0,1
held_out,606,285.0,1
held_out,607,324.0,1
held_out,608,329.0,1
held_out,827,329.0,1
held_out,944,292.0,1
train,0,220.18646,75
train,1,194.74132,48
train,2,188.06024,44
train,3,187.29915,39
train,4,199.93056,36
train,5,219.38889,30
train,6,260.9655,29
train,7,261.6591,22
train,8,265.9524,21
train,9,285.97058,17
train,10,304.6,15
train,11,364.05,10
train,12,362.0,11
train,13,377.65,10
train,14,369.10416,8
train,15,370.66666,8
train,16,340.25,8
train,17,378.125,8
train,18,402.66666,6
train,19,350.66666,6
train,20,341.35715,7
train,21,380.125,4
train,22,353.0,4
train,23,367.5,4
train,24,409.0,4
train,25,437.5,4
train,26,388.8,5
train,27,392.66666,5
train,28,370.5,6
train,29,422.375,4
train,30,276.1,5
train,31,290.5,5
train,32,255.0,6
train,33,179.25,4
train,34,298.7857,7
train,35,307.33334,6
train,36,272.0,4
train,37,266.4,5
train,38,280.29166,4
train,39,336.5,4
train,40,259.73334,5
train,41,277.25,5
train,42,256.375,4
train,43,95.333336,3
train,44,91.0,3
train,45,110.75,4
train,46,105.25,2
train,47,45.0,2
train,48,59.0,1
train,49,61.0,2
train,50,85.0,1
train,51,57.5,2
train,52,209.5,2
train,53,155.16667,3
train,54,154.83333,4
train,55,200.0,3
train,56,249.66667,3
train,57,308.66666,3
train,58,342.0,3
train,59,374.66666,3
train,60,360.33334,3
train,61,399.33334,3
train,62,514.6667,3
train,63,905.0,1
train,64,401.0,1
train,66,651.0,2
train,69,353.0,1
train,70,270.0,1
train,71,581.0,2
train,72,201.0,1
train,73,278.0,1
train,76,498.0,1
train,77,391.5,2
train,78,316.0,2
train,79,231.5,2
train,80,195.0,2
train,81,208.75,2
train,82,209.0,2
train,83,213.0,3
train,84,202.5,2
train,85,205.5,2
train,86,211.33333,3
train,87,131.0,1
train,88,109.0,1
train,89,119.0,1
train,90,209.5,4
train,91,212.5,2
train,92,225.75,2
train,93,232.0,2
train,94,212.0,2
train,95,174.5,3
train,96,199.75,2
train,97,175.0,2
train,98,188.5,2
train,99,164.0,2
train,100,228.5,2
train,101,283.0,2
train,102,311.0,1
train,104,281.0,2
train,106,291.0,3
train,107,402.0,1
train,108,379.0,1
train,109,239.0,1
train,110,343.0,1
train,111,217.0,2
train,112,262.0,2
train,113,195.5,2
train,114,238.0,2
train,115,227.16667,3
train,117,288.0,3
train,118,272.66666,3
train,119,265.0,1
train,121,145.0,1
train,122,134.5,2
train,123,95.0,1
train,124,206.5,1
train,125,210.0,2
train,126,238.0,2
train,127,273.0,1
train,128,306.0,1
train,129,251.5,2
train,130,200.25,2
train,131,222.33333,2
train,132,135.5,2
train,133,79.6,1
train,134,75.8,1
train,135,102.5,2
train,136,129.0,2
train,139,288.5,2
train,140,136.0,1
train,143,200.0,1
train,148,218.0,1
train,149,222.0,2
train,150,178.5,2
train,151,171.0,1
train,152,260.75,2
train,153,272.5,2
train,154,200.0,1
train,155,339.0,2
train,156,344.0,2
train,157,295.33334,3
train,158,386.0,3
train,159,393.0,2
train,160,432.5,2
train,161,470.0,1
train,162,516.0,1
train,164,344.66666,3
train,165,234.0,1
train,166,508.0,1
train,168,340.0,1
train,169,333.0,1
train,170,303.0,1
train,171,237.0,2
train,174,207.0,2
train,178,198.0,1
train,179,247.0,1
train,181,271.0,1
train,185,188.0,1
train,188,319.0,1
train,191,321.5,1
train,192,247.0,1
train,193,250.5,2
train,199,203.0,1
train,200,160.5,1
train,201,136.0,1
train,202,149.0,1
train,203,194.0,1
train,204,247.0,1
train,208,148.0,1
train,209,126.5,1
train,210,104.0,1
train,211,125.0,1
train,212,157.5,1
train,213,222.0,1
train,223,315.66666,3
train,225,338.0,2
train,226,240.0,2
train,227,225.0,2
train,228,203.0,2
train,229,235.0,2
train,230,232.66667,3
train,231,241.5,2
train,232,297.5,2
train,233,239.5,1
train,234,307.5,1
train,235,350.0,1
train,236,414.0,1
train,237,440.0,1
train,242,550.6667,1
train,243,560.5,1
train,244,351.33334,3
train,245,503.0,1
train,246,460.0,1
train,247,441.0,1
train,258,300.0,1
train,261,318.0,1
train,262,292.0,1
train,263,282.75,2
train,264,324.0,1
train,265,202.0,1
train,266,286.0,1
train,267,269.0,1
train,268,254.0,1
train,280,214.0,1
train,283,195.0,1
train,285,170.0,1
train,286,193.0,1
train,290,312.0,1
train,291,252.0,1
train,292,269.5,2
train,293,227.5,2
train,294,151.0,1
train,295,209.0,1
train,300,262.0,1
train,301,287.0,1
train,312,174.0,1
train,315,287.0,1
train,317,214.0,1
train,318,313.0,1
train,321,208.0,1
train,322,205.0,1
train,326,198.0,1
train,327,200.5,2
train,328,266.0,1
train,329,227.0,1
train,333,284.0,1
train,336,299.5,1
train,342,377.5,2
train,343,302.5,1
train,344,331.0,1
train,345,290.0,1
train,348,325.0,1
train,350,407.0,1
train,353,213.0,1
train,355,252.0,1
train,356,409.0,1
train,361,194.0,1
train,362,169.0,1
train,365,298.33334,3
train,366,155.0,1
train,367,182.0,1
train,369,234.0,1
train,370,251.0,1
train,383,272.0,1
train,384,247.0,1
train,393,255.0,2
train,395,261.0,1
train,396,230.0,1
train,397,185.0,1
train,398,210.0,2
train,399,191.0,1
train,400,256.0,1
train,401,235.0,1
train,402,219.0,1
train,403,185.0,1
train,404,240.5,2
train,405,251.0,1
train,406,243.0,2
train,407,319.0,1
train,408,357.0,1
train,409,365.0,1
train,412,263.0,1
train,420,288.0,1
train,421,241.5,1
train,425,264.0,1
train,429,333.0,1
train,431,319.0,1
train,440,263.0,1
train,449,227.5,1
train,450,205.125,2
train,451,108.0,1
train,452,102.333336,1
train,453,98.0,1
train,454,286.5,2
train,455,223.1111,3
train,456,97.5,2
train,457,85.75,2
train,458,128.66667,2
train,459,54.0,1
train,460,60.0,1
train,461,171.83333,2
train,462,57.0,1
train,463,45.5,1
train,464,63.5,1
train,465,93.666664,1
train,466,72.0,1
train,467,61.0,1
train,468,61.0,1
train,469,79.0,1
train,470,103.0,1
train,471,138.0,1
train,472,173.0,1
train,473,214.5,1
train,474,247.0,1
train,475,218.75,2
train,476,192.0,1
train,477,207.0,1
train,478,252.0,2
train,479,210.5,2
train,480,300.25,2
train,481,271.0,1
train,482,312.5,2
train,483,303.0,1
train,485,257.5,1
train,486,222.0,1
train,491,232.0,1
train,496,90.5,1
train,497,113.0,1
train,498,131.0,1
train,499,145.0,1
train,500,176.0,1
train,504,207.0,1
train,506,216.0,1
train,510,143.0,1
train,521,168.0,1
train,522,178.0,1
train,523,170.0,1
train,524,152.0,1
train,525,168.0,1
train,526,186.0,1
train,527,185.5,1
train,528,229.5,2
train,529,198.0,1
train,530,227.0,1
train,531,320.0,1
train,535,220.0,1
train,549,246.0,1
train,556,179.0,1
train,561,503.0,1
train,562,504.0,1
train,563,505.0,1
train,573,277.0,1
train,591,110.0,1
train,596,212.0,1
train,597,167.0,1
train,598,149.0,1
train,599,176.0,1
train,600,230.0,1
train,602,303.0,1
train,608,353.0,1
train,609,267.0,1
train,610,299.0,1
train,611,264.0,1
train,612,233.0,1
train,613,230.0,1
train,614,225.0,1
train,615,200.0,1
train,616,179.0,1
train,617,131.0,1
train,618,119.0,1
train,619,175.0,2
train,620,173.0,1
train,621,236.0,1
train,622,290.0,1
train,623,343.0,1
train,624,343.0,1
train,625,424.0,1
train,627,398.66666,1
train,628,288.0,1
train,629,311.0,1
train,637,323.0,1
train,638,349.0,1
train,639,271.5,1
train,640,269.5,1
train,641,228.0,1
train,642,185.0,1
train,643,161.0,2
train,644,114.0,2
train,645,120.0,2
train,646,137.5,2
train,647,138.0,2
train,648,146.1111,3
train,649,123.0,1
train,650,127.0,1
train,651,148.0,1
train,652,159.0,1
train,653,167.0,1
train,657,208.0,1
train,661,170.0,1
train,663,159.5,1
train,664,141.0,1
train,665,131.0,1
train,666,128.0,1
train,667,145.0,1
train,668,137.0,1
train,669,144.0,1
train,670,152.0,1
train,672,143.0,1
train,678,322.0,1
train,690,346.75,2
train,691,557.0,1
train,692,608.0,1
train,693,619.0,1
train,694,677.0,1
train,695,423.25,2
train,696,398.0,2
train,699,230.0,1
train,707,196.0,1
train,708,181.75,2
train,709,175.0,1
train,710,157.0,1
train,711,192.0,1
train,713,282.0,1
train,714,209.0,1
train,715,249.0,1
train,716,285.0,1
train,717,274.0,1
train,718,252.0,1
train,719,207.0,1
train,720,278.0,1
train,721,275.0,1
train,722,151.0,1
train,723,187.0,1
train,724,190.0,1
train,725,299.0,2
train,726,235.0,1
train,728,365.0,1
train,731,286.0,2
train,732,206.0,1
train,733,227.0,1
train,736,322.0,1
train,738,174.0,1
train,742,293.0,1
train,748,311.0,1
train,752,279.5,2
train,753,357.0,1
train,755,340.0,1
train,756,304.0,1
train,757,265.0,1
train,758,229.0,1
train,759,216.25,2
train,760,190.0,2
train,761,179.5,2
train,762,212.0,2
train,764,216.0,1
train,765,201.5,1
train,766,147.75,1
train,767,285.0,1
train,768,229.22221,3
train,769,295.0,1
train,770,284.0,1
train,771,259.0,1
train,772,326.0,1
train,773,288.0,1
train,774,323.0,1
