split,day,daily_mean,subject_count
held_out,0,4.18,10
held_out,1,4.02,5
held_out,2,4.21,5
held_out,3,4.02,5
held_out,4,4.18,5
held_out,5,4.516667,3
held_out,6,4.216666,5
held_out,7,4.09,5
held_out,8,4.04,5
held_out,9,4.18,5
held_out,10,4.0,5
held_out,11,3.9166667,3
held_out,12,4.0,1
held_out,13,5.5,1
held_out,16,4.95,1
held_out,18,4.95,2
held_out,19,3.9,1
held_out,20,3.6,1
held_out,21,3.6,1
held_out,25,4.0666666,1
held_out,26,3.8,1
held_out,27,3.4,1
held_out,28,3.3,1
held_out,29,3.2,1
held_out,30,3.5,1
held_out,31,3.7,1
held_out,32,3.7,1
held_out,38,3.8,1
held_out,39,3.5,1
held_out,40,3.7,1
held_out,54,3.7,1
held_out,381,4.0,1
held_out,428,3.5,1
held_out,429,3.65,1
held_out,494,3.8,1
held_out,549,4.2,1
held_out,600,3.8,1
held_out,601,4.1,1
held_out,602,4.0,1
held_out,603,4.2,1
held_out,604,4.0,1
held_out,606,4.1,1
held_out,607,4.4,1
held_out,608,4.5,1
held_out,827,4.0,1
held_out,944,4.2,1
train,0,4.1183333,70
train,1,3.962653,49
train,2,3.9405303,44
train,3,4.0239315,39
train,4,3.9990993,37
train,5,3.9811828,31
train,6,4.017857,28
train,7,4.094,25
train,8,4.1119046,21
train,9,4.130392,17
train,10,4.0654764,14
train,11,4.2045455,11
train,12,4.0272727,11
train,13,4.1516666,10
train,14,4.2095237,7
train,15,4.2190475,7
train,16,4.3625,8
train,17,4.2999997,8
train,18,4.2200003,5
train,19,4.5,6
train,20,4.3083334,6
train,21,4.2875,4
train,22,3.975,4
train,23,4.075,4
train,24,4.1875,4
train,25,3.95,4
train,26,4.225,4
train,27,4.125,5
train,28,4.33,5
train,29,4.2625,4
train,30,4.2400002,5
train,31,4.32,5
train,32,4.2000003,6
train,33,4.05,4
train,34,4.1285715,7
train,35,4.1666665,6
train,36,4.0625,4
train,37,3.8125,4
train,38,4.05,4
train,39,4.375,4
train,40,4.4849997,5
train,41,4.575,5
train,42,4.2749996,2
train,43,4.1666665,3
train,44,4.25,3
train,45,4.5375,4
train,46,4.3083334,2
train,47,4.0833335,2
train,48,3.8,1
train,49,3.6,2
train,50,3.4,1
train,51,3.7,1
train,52,5.25,2
train,53,4.375,2
train,54,4.42,5
train,55,3.8,3
train,56,3.6333332,3
train,57,3.9666665,3
train,58,4.1,3
train,59,3.8333333,3
train,60,3.8,3
train,61,4.0333333,3
train,62,4.233333,3
train,63,3.9,1
train,64,3.9,1
