split,day,daily_mean,subject_count
held_out,0,103.475,10
held_out,1,103.3,5
held_out,2,101.4,5
held_out,3,103.6,5
held_out,4,100.1,5
held_out,5,102.0,3
held_out,6,104.76666,5
held_out,7,102.9,5
held_out,8,100.7,5
held_out,9,102.6,5
held_out,10,101.0,5
held_out,11,99.5,3
held_out,12,104.0,1
held_out,13,102.0,1
held_out,16,101.0,1
held_out,18,100.0,2
held_out,19,101.0,1
held_out,20,106.0,1
held_out,21,102.0,1
held_out,25,100.666664,1
held_out,26,101.0,1
held_out,27,105.0,1
held_out,28,104.0,1
held_out,29,105.0,1
held_out,30,106.0,1
held_out,31,104.0,1
held_out,32,106.0,1
held_out,38,100.0,1
held_out,39,104.0,1
held_out,40,101.0,1
held_out,54,102.0,1
held_out,381,104.333336,1
held_out,428,98.0,1
held_out,429,102.5,1
held_out,494,104.0,1
held_out,549,107.0,1
held_out,600,105.0,1
held_out,601,101.0,1
held_out,602,100.0,1
held_out,603,98.0,1
held_out,604,100.0,1
held_out,606,100.0,1
held_out,607,99.0,1
held_out,608,99.0,1
held_out,827,102.0,1
held_out,944,101.0,1
train,0,102.962616,70
train,1,104.251366,49
train,2,103.84091,44
train,3,104.07265,39
train,4,103.83333,37
train,5,103.16667,31
train,6,102.8631,28
train,7,101.9,25
train,8,101.67461,21
train,9,101.67647,17
train,10,101.53571,14
train,11,101.181816,11
train,12,102.045456,11
train,13,101.15,10
train,14,105.047615,7
train,15,103.90476,7
train,16,103.1875,8
train,17,102.0,8
train,18,101.4,5
train,19,100.333336,6
train,20,99.75,6
train,21,99.125,4
train,22,102.75,4
train,23,101.5,4
train,24,100.0,4
train,25,99.25,4
train,26,100.125,4
train,27,100.1,5
train,28,101.65,5
train,29,101.25,4
train,30,101.46667,5
train,31,99.6,5
train,32,100.75,6
train,33,98.5,4
train,34,98.28571,7
train,35,98.833336,6
train,36,96.5,4
train,37,96.875,4
train,38,98.0,4
train,39,99.5,4
train,40,95.3,5
train,41,99.6,5
train,42,96.03571,2
train,43,98.166664,3
train,44,97.666664,3
train,45,99.4375,4
train,46,94.16667,2
train,47,94.66667,2
train,48,96.0,1
train,49,102.25,2
train,50,98.0,1
train,51,99.0,1
train,52,95.5,2
train,53,94.5,2
train,54,100.6,5
train,55,98.333336,3
train,56,97.333336,3
train,57,98.666664,3
train,58,98.0,3
train,59,98.0,3
train,60,97.666664,3
train,61,98.666664,3
train,62,102.0,3
train,63,102.0,1
train,64,97.0,1
train,66,96.666664,3
train,69,98.0,1
train,70,100.0,1
train,71,102.0,2
train,72,99.75,2
train,73,104.0,1
train,76,103.0,1
train,77,103.0,1
train,78,105.0,2
train,79,104.5,2
train,80,106.0,2
train,81,99.5,3
train,82,102.5,2
train,83,101.0,3
train,84,99.666664,3
train,85,103.0,2
train,86,101.666664,3
train,87,107.5,1
train,88,109.0,1
train,89,107.0,1
train,90,98.0,4
train,91,100.5,2
train,92,102.25,2
train,93,102.0,2
train,94,101.5,2
train,95,100.166664,3
train,96,103.75,2
train,97,103.5,2
train,98,104.5,2
train,99,103.666664,3
train,100,103.0,2
train,101,103.75,4
train,102,104.0,1
train,103,105.0,1
train,104,104.0,2
train,105,98.0,1
train,106,100.5,2
train,107,96.0,1
train,108,98.0,1
train,109,103.0,1
train,110,101.0,1
train,111,105.75,2
train,112,107.0,2
train,113,106.5,2
train,114,105.0,2
train,115,103.166664,3
train,117,101.0,3
train,118,103.0,2
train,119,107.0,1
train,121,95.0,1
train,122,103.0,2
train,123,97.0,1
train,124,97.5,1
train,125,102.666664,3
train,126,105.25,2
train,127,103.5,1
train,128,97.0,2
train,129,103.0,2
train,130,99.75,2
train,131,102.25,2
train,132,103.833336,3
train,133,103.0,2
train,134,110.5,1
train,135,103.5,2
train,136,97.66667,2
train,139,100.5,2
train,140,91.0,1
train,143,105.0,1
train,148,96.0,1
train,149,106.0,2
train,150,106.5,2
train,151,108.0,1
train,152,105.0,2
train,153,104.0,2
train,154,100.5,2
train,155,100.75,2
train,156,101.0,2
train,157,103.333336,3
train,158,99.666664,3
train,159,101.0,2
train,160,101.5,2
train,161,101.0,1
train,162,95.0,1
train,164,100.333336,3
train,165,103.0,1
train,168,95.0,1
train,169,94.5,1
train,170,99.0,1
train,171,103.0,1
train,174,97.0,2
train,178,104.0,1
train,179,98.0,1
train,181,97.0,1
train,185,103.0,1
train,188,98.0,1
train,191,106.5,1
train,192,106.0,1
train,193,101.0,1
train,199,106.0,1
train,200,115.0,1
train,201,104.5,1
train,202,98.0,1
train,203,103.5,1
train,204,107.0,1
train,206,103.0,1
train,208,95.0,1
train,209,94.0,1
train,210,93.0,1
train,211,91.0,1
train,212,96.0,1
train,213,100.0,2
train,223,94.333336,3
train,225,97.0,2
train,226,102.5,2
train,227,101.5,2
train,228,103.166664,3
train,229,104.0,2
train,230,104.666664,3
train,231,106.25,2
train,232,103.5,2
train,233,110.0,1
train,234,109.0,1
train,235,111.0,1
train,236,113.0,1
train,237,111.0,1
train,242,104.0,1
train,243,103.5,1
train,244,102.833336,3
train,245,111.0,1
train,246,110.0,1
train,247,108.0,1
train,249,95.0,1
train,261,106.0,1
train,262,110.0,1
train,263,108.25,2
train,264,115.0,1
train,265,107.5,2
train,266,115.0,1
train,267,116.0,1
train,268,119.0,1
train,269,117.0,1
train,270,109.5,1
train,271,105.0,1
train,272,101.0,1
train,283,95.0,1
train,286,103.0,1
train,290,91.2,1
train,291,93.0,1
train,292,99.75,2
train,293,101.0,2
train,294,100.0,1
train,312,104.0,1
train,314,104.0,1
train,315,103.0,1
train,317,104.0,1
train,318,103.0,1
train,321,91.0,1
train,322,90.0,1
train,326,100.0,1
train,327,101.5,2
train,328,104.0,1
train,329,102.0,1
train,333,97.0,1
train,336,101.0,1
train,342,102.0,2
train,343,103.0,1
train,344,104.0,1
train,345,101.0,1
train,348,95.0,1
train,350,104.0,1
train,355,92.0,1
train,356,102.0,1
train,361,101.0,1
train,365,100.5,2
train,366,97.0,1
train,367,99.0,1
train,369,107.0,1
train,370,103.0,1
train,383,98.0,1
train,384,105.0,1
train,393,105.0,1
train,395,107.0,1
train,396,102.5,1
train,397,103.0,1
train,398,101.5,2
train,399,104.0,1
train,400,100.0,1
train,401,98.5,1
train,402,97.333336,1
train,403,93.0,1
train,404,93.5,3
train,405,89.0,1
train,406,94.0,2
train,407,82.75,1
train,408,81.5,1
train,409,82.0,1
train,412,99.0,1
train,420,103.0,1
train,421,97.0,1
train,425,97.0,1
train,429,101.0,1
train,431,97.0,1
train,437,99.0,1
train,440,103.0,1
train,449,121.0,1
train,450,107.1,2
train,451,111.5,1
train,452,112.5,1
train,453,113.5,1
train,454,103.5,2
train,455,107.44445,3
train,456,107.33333,2
train,457,105.75,2
train,458,103.375,2
train,459,111.4,1
train,460,108.5,1
train,461,104.25,2
train,462,111.0,1
train,463,106.5,1
train,464,106.0,1
train,465,106.333336,1
train,466,104.0,1
train,467,103.0,1
train,468,104.0,1
train,469,104.0,1
train,470,102.0,1
train,471,104.0,1
train,472,103.0,1
train,473,104.0,1
train,474,103.0,1
train,475,102.5,2
train,476,99.0,1
train,477,100.0,1
train,478,100.0,2
train,479,103.0,2
train,480,100.0,1
train,481,102.0,1
train,482,106.0,1
train,483,100.0,2
train,485,102.5,1
train,486,104.0,1
train,491,102.0,1
train,496,103.5,1
train,497,102.0,1
train,498,100.0,1
train,499,100.0,1
train,500,92.0,1
train,504,106.0,1
train,506,101.0,1
train,521,99.0,1
train,522,107.0,1
train,523,113.0,1
train,524,111.0,1
train,525,111.0,1
train,526,111.666664,1
train,527,119.0,1
train,528,107.5,2
train,529,117.0,1
train,530,123.0,1
train,531,129.0,1
train,535,101.0,1
train,544,94.0,1
train,549,100.0,1
train,556,105.0,1
train,561,100.0,1
train,562,103.0,1
train,563,103.0,1
train,570,92.0,1
train,573,102.0,1
train,578,93.0,1
train,591,94.0,1
train,596,92.333336,1
train,597,98.0,1
train,598,99.0,1
train,599,103.0,1
train,600,105.0,1
train,602,94.0,1
train,608,89.0,1
train,609,98.0,1
train,610,101.5,1
train,611,101.0,1
train,612,99.5,2
train,613,103.0,1
train,614,104.666664,1
train,615,110.0,1
train,616,110.75,1
train,617,110.0,1
train,618,111.0,1
train,619,104.25,2
train,620,105.5,1
train,621,104.0,1
train,622,98.0,1
train,623,95.0,1
train,624,93.0,1
train,625,92.0,1
train,627,93.0,1
train,628,95.0,1
train,629,95.0,1
train,638,107.0,1
train,639,107.5,1
train,640,106.0,1
train,641,103.333336,1
train,642,100.0,1
train,643,99.25,2
train,644,98.5,2
train,645,100.0,2
train,646,99.75,2
train,647,98.75,2
train,648,97.166664,3
train,649,101.0,1
train,650,103.0,1
train,651,103.0,1
train,652,105.0,1
train,653,103.0,1
train,657,102.0,1
train,661,93.0,1
train,663,97.5,1
train,664,99.0,1
train,665,95.0,1
train,666,90.0,1
train,667,89.5,1
train,668,95.5,1
train,669,99.0,1
train,670,102.0,1
train,671,104.0,1
train,690,94.0,2
train,691,101.0,2
train,692,100.0,1
train,693,102.0,1
train,694,101.0,1
train,695,101.25,2
train,696,105.0,2
train,699,104.0,1
train,707,97.0,1
train,708,99.0,2
train,709,88.5,1
train,710,89.0,1
train,711,90.0,1
train,713,93.0,1
train,714,97.0,1
train,715,97.0,1
train,716,99.0,1
train,717,93.0,1
train,718,100.0,1
train,719,98.0,1
train,720,95.0,1
train,721,91.333336,1
train,722,103.0,1
train,723,102.5,1
train,724,96.0,1
train,725,95.5,2
train,726,96.0,1
train,728,97.0,1
train,731,93.66667,2
train,732,86.666664,1
train,733,87.0,1
train,735,98.0,1
train,738,99.0,1
train,742,97.0,1
train,752,96.0,2
train,753,100.333336,1
train,755,99.0,1
train,756,102.0,1
train,757,100.0,1
train,758,103.5,1
train,759,99.0,2
train,760,98.0,2
train,761,99.25,2
train,762,99.5,2
train,763,99.0,1
train,764,92.0,1
train,765,86.5,1
train,766,89.333336,1
train,767,87.91667,2
train,768,92.72222,3
train,769,88.666664,1
train,770,88.0,1
train,771,87.8,1
train,772,91.0,1
train,773,91.5,1
train,774,86.666664,1
train,775,88.333336,1
train,776,89.6,1
train,777,88.0,1
train,778,87.75,1
train,779,87.25,1
train,780,89.0,1
train,781,88.666664,1
train,782,92.666664,1
train,783,87.0,1
train,784,102.0,1
train,786,108.666664,1
train,787,104.0,1
train,788,102.0,1
train,789,103.0,1
train,790,101.0,3
train,791,103.0,1
train,796,94.0,1
train,798,100.0,1
train,803,103.0,1
train,808,98.0,1
train,813,103.0,1
train,823,101.0,1
train,829,104.5,2
train,830,114.0,1
train,831,118.0,1
train,832,116.0,1
train,833,102.0,1
train,834,105.0,1
train,837,106.0,1
train,838,100.0,1
train,845,98.0,1
train,846,96.0,1
train,847,96.0,1
train,855,99.0,1
train,866,99.0,1
train,867,104.25,2
train,868,97.5,2
train,869,97.5,1
train,870,95.0,1
train,871,95.0,1
train,872,94.0,1
train,873,93.0,1
train,874,96.0,1
train,876,100.0,1
train,882,104.5,2
train,883,112.0,1
train,884,110.0,1
train,885,108.0,1
train,886,108.0,1
train,887,102.5,2
train,888,109.0,1
train,889,111.0,1
train,890,108.0,1
train,902,105.0,1
train,917,100.0,1
train,918,104.0,1
train,919,103.0,1
train,920,100.0,1
train,921,101.333336,3
train,922,103.75,2
train,923,106.0,2
train,924,102.0,1
train,939,104.0,1
train,940,106.0,1
train,941,106.0,1
train,942,101.0,2
train,954,92.666664,1
train,955,95.25,2
train,956,93.5,1
train,957,92.5,1
train,961,98.0,1
train,964,95.0,1
train,969,95.0,2
train,970,110.2,1
train,971,111.0,1
train,972,109.0,1
train,973,91.0,1
train,974,100.5,2
train,975,102.5,2
train,976,100.0,1
train,977,107.0,1
train,978,105.0,2
train,979,108.0,1
train,980,100.25,2
train,981,102.666664,3
train,982,103.0,3
train,983,104.0,2
train,984,99.0,1
train,985,111.0,1
train,986,109.0,1
train,988,110.0,1
train,994,106.5,2
train,995,112.0,1
train,996,107.0,1
train,997,105.5,1
train,998,106.0,1
train,999,104.0,1
train,1000,105.0,1
train,1001,105.0,1
train,1002,106.5,1
train,1003,108.0,1
train,1004,108.0,1
train,1005,106.0,2
train,1006,110.0,1
train,1007,109.5,1
train,1008,111.5,1
train,1009,111.0,1
train,1010,109.0,1
train,1011,108.0,1
train,1012,105.0,1
train,1013,105.0,1
train,1014,105.0,1
train,1015,106.0,1
train,1021,100.0,1
train,1022,102.5,1
train,1023,103.0,1
train,1024,103.0,1
train,1038,95.0,1
train,1041,98.75,1
train,1042,97.5,1
train,1043,99.333336,1
train,1044,99.5,1
train,1045,101.0,1
train,1056,99.0,1
train,1064,105.0,1
train,1068,92.75,2
train,1069,95.0,1
train,1070,95.0,1
train,1077,105.0,1
train,1109,98.0,1
train,1110,100.0,1
train,1111,102.0,1
train,1112,101.5,2
train,1113,103.0,2
train,1114,103.0,1
train,1115,105.0,1
train,1127,96.0,1
train,1130,97.5,1
train,1131,102.0,1
train,1146,100.5,1
train,1147,103.0,1
train,1148,105.0,1
train,1149,101.5,1
train,1150,102.0,1
train,1151,102.0,1
train,1152,104.0,1
train,1153,101.0,1
train,1154,103.0,1
train,1155,99.0,1
train,1156,99.5,2
train,1157,98.5,3
train,1158,97.0,3
train,1159,98.5,2
train,1160,100.5,2
train,1161,99.0,2
train,1162,101.0,2
train,1163,97.5,2
train,1164,100.0,2
train,1165,99.0,2
train,1166,97.0,2
train,1167,100.5,2
train,1168,100.0,2
train,1169,98.5,2
train,1170,101.0,2
train,1171,100.0,2
train,1172,101.0,2
train,1173,100.25,2
train,1174,100.0,2
train,1175,99.5,2
train,1176,101.75,2
train,1177,103.0,1
train,1178,105.0,1
train,1179,103.0,2
train,1180,107.0,1
train,1181,109.0,1
train,1182,107.5,2
train,1183,110.0,1
train,1189,101.0,1
train,1191,101.0,1
train,1193,102.0,1
train,1194,98.0,1
train,1195,103.5,1
train,1196,99.0,1
train,1197,102.0,1
train,1198,102.5,2
train,1199,105.0,1
train,1200,106.0,1
train,1201,102.0,1
train,1202,102.0,1
train,1203,101.0,1
train,1204,101.0,2
train,1205,100.0,1
train,1206,98.0,1
train,1207,99.0,1
train,1210,100.5,2
train,1213,102.5,1
train,1214,106.0,1
train,1215,105.333336,1
train,1216,101.0,1
train,1217,101.5,1
train,1218,101.0,1
train,1219,103.0,1
train,1220,100.0,1
train,1221,101.0,1
train,1222,100.0,1
train,1223,101.0,1
train,1224,102.0,1
train,1225,105.0,1
train,1226,106.0,1
train,1227,107.0,1
train,1228,107.0,1
train,1229,105.0,1
train,1230,105.0,1
train,1231,103.5,2
train,1232,105.0,1
train,1233,106.0,1
train,1234,104.0,1
train,1235,106.0,1
train,1236,105.0,1
train,1239,104.0,1
train,1242,103.0,2
train,1243,102.5,2
train,1244,104.5,2
train,1245,101.5,2
train,1246,102.0,1
train,1247,105.0,1
train,1248,102.0,1
train,1249,103.0,1
train,1250,100.0,1
train,1251,98.0,1
train,1252,99.0,1
train,1253,98.0,1
train,1254,99.0,2
train,1255,99.0,1
train,1256,94.0,1
train,1257,95.5,2
train,1258,94.75,2
train,1259,92.666664,1
train,1260,95.25,2
train,1261,96.333336,1
train,1262,95.0,1
train,1263,89.25,1
train,1264,90.75,1
train,1265,93.75,1
train,1266,99.333336,1
train,1267,97.8,1
train,1268,97.333336,1
train,1292,101.0,1
train,1293,99.0,1
train,1297,100.0,1
train,1298,97.0,1
train,1299,97.0,1
train,1300,99.0,1
train,1301,102.5,2
train,1302,107.0,1
train,1303,109.0,1
train,1310,96.0,1
train,1336,101.0,1
train,1337,95.666664,1
train,1338,100.0,2
train,1339,98.5,1
train,1340,101.5,1
train,1341,101.5,1
train,1342,101.0,1
train,1344,97.0,1
train,1351,95.0,1
train,1352,96.0,1
train,1353,98.0,2
train,1354,96.0,1
train,1355,93.0,1
train,1356,94.5,1
train,1357,95.5,1
train,1358,99.5,1
train,1359,99.0,1
train,1360,98.0,1
train,1361,96.0,1
train,1362,99.5,1
train,1363,101.0,1
train,1364,103.0,1
train,1365,107.0,1
train,1366,103.0,2
train,1367,109.0,1
train,1383,102.0,1
train,1384,104.0,1
train,1385,102.0,1
train,1386,103.0,1
train,1387,102.0,1
train,1388,104.0,1
train,1389,105.0,1
train,1391,100.0,1
train,1392,101.0,2
train,1401,96.0,1
train,1411,95.25,2
train,1412,95.0,1
train,1413,100.0,1
train,1414,102.0,1
train,1446,104.0,1
train,1447,100.0,1
train,1460,101.0,1
train,1474,104.0,1
train,1475,93.0,1
train,1477,93.0,1
train,1484,100.0,1
train,1485,102.0,1
train,1490,95.0,1
train,1493,96.5,1
train,1494,103.0,2
train,1495,104.95833,2
train,1496,101.5,2
train,1497,96.0,1
train,1498,98.5,2
train,1512,99.0,1
train,1513,92.0,1
train,1514,96.0,1
train,1517,102.0,1
train,1518,100.5,2
train,1527,94.0,1
train,1530,100.333336,1
train,1531,102.5,1
train,1532,96.0,2
train,1533,101.5,2
train,1536,92.0,1
train,1548,95.5,2
train,1551,97.0,1
train,1552,104.0,1
train,1554,93.0,1
train,1558,91.0,1
train,1559,96.5,2
train,1560,91.0,1
train,1561,92.0,1
train,1562,92.0,1
train,1563,92.0,1
train,1564,95.0,1
train,1574,99.0,1
train,1582,96.5,1
train,1583,101.5,1
train,1584,105.5,1
train,1585,105.666664,3
