split,outcome,day,daily_mean,patient_count
held_out,0.0,0,101.16000000000001,15
held_out,0.0,1,101.72941176470589,17
held_out,0.0,2,106.7,1
held_out,0.0,4,102.1,4
held_out,0.0,5,99.2,2
held_out,0.0,6,102.75714285714285,7
held_out,0.0,7,101.44000000000001,5
held_out,0.0,8,105.85,2
held_out,0.0,9,99.66666666666667,3
held_out,0.0,10,102.225,4
held_out,0.0,11,100.36666666666667,3
held_out,0.0,12,100.2,1
held_out,0.0,13,101.43333333333334,3
held_out,0.0,14,104.5,1
held_out,0.0,15,99.2,2
held_out,0.0,16,98.1,1
held_out,0.0,17,100.15,2
held_out,0.0,18,104.4,1
held_out,1.0,0,99.32499999999999,8
held_out,1.0,1,102.71818181818183,11
held_out,1.0,2,100.04444444444444,9
held_out,1.0,3,110.92857142857143,7
held_out,1.0,4,106.65,10
held_out,1.0,5,110.4,5
held_out,1.0,6,99.66666666666667,3
held_out,1.0,7,106.375,4
held_out,1.0,8,94.45,2
held_out,1.0,9,109.8,2
held_out,1.0,10,107.2,1
held_out,1.0,11,105.0,1
held_out,1.0,12,105.5,1
train,0.0,0,100.32166666666667,60
train,0.0,1,100.40403225806452,62
train,0.0,2,100.92857142857143,7
train,0.0,3,99.25,14
train,0.0,4,100.4470588235294,17
train,0.0,5,100.80625,16
train,0.0,6,101.80714285714285,14
train,0.0,7,100.58333333333333,21
train,0.0,8,100.97142857142856,14
train,0.0,9,99.23571428571428,14
train,0.0,10,99.1,18
train,0.0,11,98.775,8
train,0.0,12,101.7125,8
train,0.0,13,99.54615384615384,13
train,0.0,14,101.35,8
train,0.0,15,99.175,4
train,0.0,16,101.88571428571429,7
train,0.0,17,100.4625,8
train,0.0,18,103.39999999999999,3
train,0.0,19,104.5,2
train,0.0,22,100.2,1
train,1.0,0,100.98571428571428,56
train,1.0,1,102.33620689655173,58
train,1.0,2,106.39074074074075,27
train,1.0,3,105.88333333333334,33
train,1.0,4,110.66363636363636,22
train,1.0,5,107.80641025641025,39
train,1.0,6,107.75,27
train,1.0,7,104.98125,16
train,1.0,8,110.28,10
train,1.0,9,104.69411764705882,17
train,1.0,10,107.05999999999999,10
train,1.0,11,109.1125,8
train,1.0,12,109.7125,8
train,1.0,13,106.875,8
train,1.0,14,101.625,4
train,1.0,15,104.4,1
train,1.0,16,103.3,3
train,1.0,17,111.075,2
train,1.0,18,97.6,1
tuning,0.0,0,101.175,16
tuning,0.0,1,101.1,15
tuning,0.0,2,104.45,2
tuning,0.0,3,101.3,1
tuning,0.0,4,98.36666666666667,3
tuning,0.0,5,100.46000000000001,5
tuning,0.0,6,100.5,8
tuning,0.0,7,100.5,1
tuning,0.0,8,102.25,2
tuning,0.0,9,103.26666666666667,3
tuning,0.0,10,100.14285714285714,7
tuning,0.0,11,99.26,5
tuning,0.0,12,103.25,2
tuning,0.0,13,100.13333333333333,3
tuning,0.0,14,89.4,1
tuning,0.0,15,97.825,4
tuning,1.0,0,100.59285714285714,14
tuning,1.0,1,102.22,10
tuning,1.0,2,106.7,7
tuning,1.0,3,114.63888888888887,6
tuning,1.0,4,107.58,5
tuning,1.0,5,108.2,3
tuning,1.0,6,110.45,2
tuning,1.0,7,109.875,4
tuning,1.0,8,107.67999999999999,5
tuning,1.0,9,100.5,3
tuning,1.0,10,95.2,1
tuning,1.0,11,104.7,1
tuning,1.0,12,105.0,1
