split,outcome,day,daily_mean,patient_count
held_out,0.0,0,209.73333333333332,15
held_out,0.0,1,225.1764705882353,17
held_out,0.0,2,221.0,1
held_out,0.0,3,270.0,1
held_out,0.0,4,246.0,4
held_out,0.0,5,226.5,2
held_out,0.0,6,274.5,6
held_out,0.0,7,274.5,6
held_out,0.0,8,221.5,2
held_out,0.0,9,198.66666666666666,3
held_out,0.0,10,258.5,4
held_out,0.0,11,174.33333333333334,3
held_out,0.0,12,227.0,1
held_out,0.0,13,242.66666666666666,3
held_out,0.0,14,187.5,2
held_out,0.0,15,238.0,2
held_out,0.0,16,198.0,2
held_out,0.0,17,248.33333333333334,3
held_out,0.0,18,167.0,1
held_out,1.0,0,166.125,8
held_out,1.0,1,137.1818181818182,11
held_out,1.0,2,135.375,8
held_out,1.0,3,87.8,5
held_out,1.0,4,107.3125,8
held_out,1.0,5,84.5,4
held_out,1.0,6,59.25,4
held_out,1.0,7,96.75,4
held_out,1.0,8,137.0,3
held_out,1.0,9,101.0,2
held_out,1.0,10,109.0,1
held_out,1.0,11,75.0,1
held_out,1.0,12,71.0,1
train,0.0,0,201.57142857142858,63
train,0.0,1,217.7704918032787,61
train,0.0,2,220.28571428571428,7
train,0.0,3,211.53846153846155,13
train,0.0,4,228.25,16
train,0.0,5,258.52941176470586,17
train,0.0,6,246.14285714285714,14
train,0.0,7,299.0952380952381,21
train,0.0,8,245.53333333333333,15
train,0.0,9,315.0,16
train,0.0,10,326.0,19
train,0.0,11,253.375,8
train,0.0,12,272.5,8
train,0.0,13,285.2142857142857,14
train,0.0,14,243.25,8
train,0.0,15,235.83333333333334,6
train,0.0,16,234.28571428571428,7
train,0.0,17,195.625,8
train,0.0,18,224.33333333333334,3
train,0.0,19,190.5,2
train,0.0,22,161.0,1
train,1.0,0,160.05172413793105,58
train,1.0,1,174.54237288135593,59
train,1.0,2,134.94444444444446,18
train,1.0,3,134.01666666666668,30
train,1.0,4,107.65384615384616,26
train,1.0,5,148.8421052631579,38
train,1.0,6,96.66666666666667,24
train,1.0,7,118.75,16
train,1.0,8,64.625,8
train,1.0,9,112.625,16
train,1.0,10,59.5,8
train,1.0,11,84.71428571428571,7
train,1.0,12,46.6,5
train,1.0,13,74.25,8
train,1.0,14,101.5,4
train,1.0,15,212.0,1
train,1.0,16,146.0,3
train,1.0,17,66.25,2
train,1.0,18,287.0,1
tuning,0.0,0,218.28571428571428,14
tuning,0.0,1,223.88235294117646,17
tuning,0.0,2,258.0,2
tuning,0.0,3,313.5,2
tuning,0.0,4,231.5,4
tuning,0.0,5,245.66666666666666,6
tuning,0.0,6,306.0,6
tuning,0.0,7,303.0,1
tuning,0.0,8,338.5,2
tuning,0.0,9,277.6666666666667,3
tuning,0.0,10,227.875,8
tuning,0.0,11,270.42857142857144,7
tuning,0.0,12,195.0,2
tuning,0.0,13,303.6666666666667,3
tuning,0.0,14,289.5,2
tuning,0.0,15,233.6,5
tuning,0.0,18,289.0,1
tuning,0.0,20,299.0,1
tuning,1.0,0,153.67857142857142,14
tuning,1.0,1,115.66666666666667,9
tuning,1.0,2,93.28571428571429,7
tuning,1.0,3,53.625,4
tuning,1.0,4,119.0,5
tuning,1.0,5,117.0,2
tuning,1.0,6,26.5,2
tuning,1.0,7,77.33333333333333,3
tuning,1.0,8,47.1,5
tuning,1.0,9,55.166666666666664,3
tuning,1.0,10,54.0,1
tuning,1.0,11,22.0,1
tuning,1.0,12,10.0,1
