split,outcome,day,daily_mean,patient_count
held_out,0.0,0,37.28,15
held_out,0.0,1,36.01176470588236,17
held_out,0.0,2,37.9,1
held_out,0.0,4,39.55,2
held_out,0.0,5,40.9,2
held_out,0.0,6,36.15,6
held_out,0.0,7,35.260000000000005,5
held_out,0.0,8,34.95,2
held_out,0.0,9,36.199999999999996,3
held_out,0.0,10,36.45,4
held_out,0.0,11,39.23333333333333,3
held_out,0.0,12,37.0,1
held_out,0.0,13,38.699999999999996,3
held_out,0.0,14,37.3,2
held_out,0.0,15,36.0,2
held_out,0.0,16,35.9,1
held_out,0.0,17,36.25,2
held_out,0.0,18,39.1,1
held_out,1.0,0,31.4,8
held_out,1.0,1,31.09090909090909,11
held_out,1.0,2,27.916666666666668,6
held_out,1.0,3,27.766666666666666,6
held_out,1.0,4,29.25,10
held_out,1.0,5,27.419999999999998,5
held_out,1.0,6,27.5,3
held_out,1.0,7,29.424999999999997,4
held_out,1.0,8,35.6,1
held_out,1.0,9,21.5,2
held_out,1.0,10,34.2,1
held_out,1.0,11,27.0,1
held_out,1.0,12,31.6,1
train,0.0,0,36.70655737704918,61
train,0.0,1,37.604918032786884,61
train,0.0,2,34.18571428571429,7
train,0.0,3,36.27333333333333,15
train,0.0,4,34.65294117647059,17
train,0.0,5,33.66470588235294,17
train,0.0,6,32.6,15
train,0.0,7,36.05714285714286,21
train,0.0,8,35.43571428571428,14
train,0.0,9,37.19285714285714,14
train,0.0,10,34.61578947368421,19
train,0.0,11,37.728571428571435,7
train,0.0,12,34.04444444444445,9
train,0.0,13,36.68571428571429,14
train,0.0,14,36.971428571428575,7
train,0.0,15,35.6,4
train,0.0,16,34.214285714285715,7
train,0.0,17,37.15,8
train,0.0,18,37.166666666666664,3
train,0.0,19,35.35,2
train,0.0,22,36.6,1
train,1.0,0,30.466666666666665,57
train,1.0,1,30.106779661016947,59
train,1.0,2,28.642500000000002,20
train,1.0,3,27.317241379310346,29
train,1.0,4,26.47391304347826,23
train,1.0,5,27.275714285714287,35
train,1.0,6,25.584615384615386,26
train,1.0,7,24.956666666666667,15
train,1.0,8,25.22,10
train,1.0,9,24.50625,16
train,1.0,10,22.95625,8
train,1.0,11,24.24375,8
train,1.0,12,24.8125,8
train,1.0,13,25.95,6
train,1.0,14,21.6,4
train,1.0,15,30.3,1
train,1.0,16,27.8,3
train,1.0,17,22.700000000000003,2
train,1.0,18,24.6,1
tuning,0.0,0,37.73125,16
tuning,0.0,1,38.46666666666667,15
tuning,0.0,2,35.8,2
tuning,0.0,3,35.3,1
tuning,0.0,4,36.266666666666666,3
tuning,0.0,5,35.46,5
tuning,0.0,6,35.9125,8
tuning,0.0,7,36.2,1
tuning,0.0,8,36.3,2
tuning,0.0,9,38.35,2
tuning,0.0,10,35.971428571428575,7
tuning,0.0,11,35.04,5
tuning,0.0,12,35.8,2
tuning,0.0,13,36.43333333333334,3
tuning,0.0,14,35.5,1
tuning,0.0,15,31.9,4
tuning,1.0,0,28.62142857142857,14
tuning,1.0,1,28.333333333333332,9
tuning,1.0,2,26.142857142857142,7
tuning,1.0,3,24.53333333333333,6
tuning,1.0,4,29.32,5
tuning,1.0,5,31.5,2
tuning,1.0,6,21.25,2
tuning,1.0,7,26.825,4
tuning,1.0,8,22.950000000000003,4
tuning,1.0,9,26.516666666666666,3
tuning,1.0,11,25.4,1
tuning,1.0,12,21.1,1
